Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,Year,rider_name,Gen_type,birth_date,birth_city,dist_from_origin,dist_from_destination
17,1958-07-12,189.0,Béziers,Nîmes,Plain stage,André Darrigade,FRA,1958,André_Darrigade,Flat stage,1929-04-24,Narrosse,343.4607590531596,432.43591300213444
22,1958-07-17,237.0,Aix-les-Bains,Besançon,Stage with mountain(s),André Darrigade,FRA,1958,André_Darrigade,Mountain stage,1929-04-24,Narrosse,591.5249413743696,675.9742071080686
1,1957-06-27,204.0,Nantes,Granville,Plain stage,André Darrigade,FRA,1957,André_Darrigade,Flat stage,1929-04-24,Narrosse,393.98325745892635,573.4687087311819
2,1957-06-28,226.0,Granville,Caen,Plain stage,René Privat,FRA,1957,René_Privat,Flat stage,1930-12-04,Coux,402.1946658141414,430.1289752050914
3b,1957-06-29,134.0,Caen,Rouen,Plain stage,Jacques Anquetil,FRA,1957,Jacques_Anquetil,Flat stage,1934-01-08,Mont-Saint-Aignan,109.76090381636483,3.187104322989795
5,1957-07-01,170.0,Roubaix,Charleroi,Plain stage,Gilbert Bauvin,FRA,1957,Gilbert_Bauvin,Flat stage,1927-08-04,Lunéville,334.5655477484055,250.9875864486818
6,1957-07-02,248.0,Charleroi,Metz,Plain stage,André Trochut,FRA,1957,André_Trochut,Flat stage,1931-10-06,Chermignac,649.1135263490165,642.3558731770397
7,1957-07-03,223.0,Metz,Colmar,Stage with mountain(s),Roger Hassenforder,FRA,1957,Roger_Hassenforder,Mountain stage,1930-07-23,Sausheim,172.4815444747263,32.235160920553454
9,1957-07-05,188.0,Besançon,Thonon-les-Bains,Plain stage,Jacques Anquetil,FRA,1957,Jacques_Anquetil,Flat stage,1934-01-08,Mont-Saint-Aignan,442.23302547000924,529.94580990636
11,1957-07-08,286.0,Briançon,Cannes,Stage with mountain(s),René Privat,FRA,1957,René_Privat,Mountain stage,1930-12-04,Coux,556.4085314637107,621.9061282037917
12,1957-07-09,239.0,Cannes,Marseille,Stage with mountain(s),Jean Stablinski,FRA,1957,Jean_Stablinski,Mountain stage,1932-05-21,Thun-Saint-Amand,816.832936955317,812.4159521181022
14,1957-07-11,246.0,Alès,Perpignan,Plain stage,Roger Hassenforder,FRA,1957,Roger_Hassenforder,Flat stage,1930-07-23,Sausheim,480.1626578036079,665.6656909207086
15a,1957-07-12,197.0,Perpignan,Barcelona,Plain stage,René Privat,FRA,1957,René_Privat,Flat stage,1930-12-04,Coux,392.84589595979975,484.09823522843294
15b,1957-07-12,9.8,Montjuïc circuit,Montjuïc circuit,Individual time trial,Jacques Anquetil,FRA,1957,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,904.552582759388,904.552582759388
16,1957-07-14,220.0,Barcelona ,Ax-les-Thermes,Stage with mountain(s),Jean Bourlès,FRA,1957,Jean_Bourlès,Mountain stage,1930-08-17,Pleyber-Christ,923.758270030778,781.8491908253284
20,1957-07-18,66.0,Bordeaux,Libourne,Individual time trial,Jacques Anquetil,FRA,1957,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan,529.533284087496,516.1702239195772
21,1957-07-19,317.0,Libourne,Tours,Plain stage,André Darrigade,FRA,1957,André_Darrigade,Flat stage,1929-04-24,Narrosse,148.54669388844204,431.5352027970226
22,1957-07-20,227.0,Tours,Paris,Plain stage,André Darrigade,FRA,1957,André_Darrigade,Flat stage,1929-04-24,Narrosse,431.5352027970226,628.5805941657455
1,1956-07-05,223.0,Reims,Liège,Plain stage,André Darrigade,FRA,1956,André_Darrigade,Flat stage,1929-04-24,Narrosse,729.1459665108086,918.9776348899487
4b,1956-07-08,125.0,Rouen,Caen,Plain stage,Roger Hassenforder,FRA,1956,Roger_Hassenforder,Flat stage,1930-07-23,Sausheim,497.86324680544675,592.1654261280676
5,1956-07-09,189.0,Caen,Saint-Malo,Plain stage,Joseph Morvan,FRA,1956,Joseph_Morvan,Flat stage,1924-12-03,Moustoir-Ac,234.71162821998928,106.85249821700414
9,1956-07-13,219.0,La Rochelle,Bordeaux,Plain stage,Roger Hassenforder,FRA,1956,Roger_Hassenforder,Flat stage,1930-07-23,Sausheim,673.0324737606071,694.1003250211118
14,1956-07-19,231.0,Toulouse,Montpellier,Plain stage,Roger Hassenforder,FRA,1956,Roger_Hassenforder,Flat stage,1930-07-23,Sausheim,654.8887633407866,538.0185169659777
15,1956-07-20,204.0,Montpellier,Aix-en-Provence,Plain stage,Joseph Thomin,FRA,1956,Joseph_Thomin,Flat stage,1931-06-30,Ploudaniel,836.3443406881156,937.0840188512699
16,1956-07-22,203.0,Aix-en-Provence,Gap,Stage with mountain(s),Jean Forestier,FRA,1956,Jean_Forestier,Mountain stage,1930-10-07,Lyon,252.3493165348319,165.36063845425576
21,1956-07-27,237.0,Lyon,Montluçon,Stage with mountain(s),Roger Hassenforder,FRA,1956,Roger_Hassenforder,Mountain stage,1930-07-23,Sausheim,297.57763112991466,396.09319751334783
2,1955-07-08,204.0,Dieppe,Roubaix,Plain stage,Antonin Rolland,FRA,1955,Antonin_Rolland,Flat stage,1924-09-03,Sainte-Euphémie,519.628989816674,538.2985744021428
3,1955-07-09,210.0,Roubaix,Namur,Plain stage,Louison Bobet,FRA,1955,Louison_Bobet,Flat stage,1925-03-12,Saint-Méen-le-Grand,478.1885865410012,571.7802243002659
5,1955-07-11,229.0,Metz,Colmar,Plain stage,Roger Hassenforder,FRA,1955,Roger_Hassenforder,Flat stage,1930-07-23,Sausheim,172.4815444747263,32.235160920553454
6,1955-07-12,195.0,Colmar,Zürich,Plain stage,André Darrigade,FRA,1955,André_Darrigade,Flat stage,1929-04-24,Narrosse,811.0289982430398,849.7817930960655
9,1955-07-15,275.0,Briançon,Monaco,Stage with mountain(s),Raphaël Géminiani,FRA,1955,Raphaël_Géminiani,Mountain stage,1925-06-12,Clermont-Ferrand,295.7410472238198,412.2872923618991
10,1955-07-16,240.0,Monaco,Marseille,Plain stage,Lucien Lazaridès,FRA,1955,Lucien_Lazaridès,Flat stage,1922-12-30,Le Pirée,1508.0112359782938,1652.5596346749442
11,1955-07-18,198.0,Marseille,Avignon,Stage with mountain(s),Louison Bobet,FRA,1955,Louison_Bobet,Mountain stage,1925-03-12,Saint-Méen-le-Grand,800.5578244435845,717.2329946934367
14,1955-07-21,156.0,Albi,Narbonne,Stage with mountain(s),Louis Caput,FRA,1955,Louis_Caput,Mountain stage,1921-01-23,Saint-Maur-des-Fossés,542.5784960230576,625.9063787201499
20,1955-07-28,243.0,Bordeaux,Poitiers,Plain stage,Jean Forestier,FRA,1955,Jean_Forestier,Flat stage,1930-10-07,Lyon,436.44996123295715,358.6767121421699
2,1954-07-09,255.0,Beveren,Lille,Plain stage,Louison Bobet,FRA,1954,Louison_Bobet,Flat stage,1925-03-12,Saint-Méen-le-Grand,573.1787939270691,468.286652700288
3,1954-07-10,219.0,Lille,Rouen,Plain stage,Marcel Dussault,FRA,1954,Marcel_Dussault,Flat stage,1926-05-14,La Châtre,457.8164536354911,324.8166942458714
6,1954-07-13,179.0,Saint-Brieuc,Brest,Plain stage,Dominique Forlini,FRA,1954,Dominique_Forlini,Flat stage,1924-09-14,12e arrondissement de Paris,380.1104622312173,508.44357713969083
7,1954-07-14,211.0,Brest,Vannes,Plain stage,Jacques Vivier,FRA,1954,Jacques_Vivier,Flat stage,1930-10-09,Sainte-Croix-de-Mareuil,495.6914108294028,345.29022524050765
10,1954-07-18,202.0,Bordeaux,Bayonne,Plain stage,Gilbert Bauvin,FRA,1954,Gilbert_Bauvin,Flat stage,1927-08-04,Lunéville,682.294197261855,836.6884550430818
12,1954-07-20,161.0,Pau,Luchon,Stage with mountain(s),Gilbert Bauvin,FRA,1954,Gilbert_Bauvin,Mountain stage,1927-08-04,Lunéville,792.7604005330362,791.234915537896
15,1954-07-23,197.0,Millau,Le Puy,Stage with mountain(s),Dominique Forlini,FRA,1954,Dominique_Forlini,Mountain stage,1924-09-14,12e arrondissement de Paris,529.4050181656605,496.5291091966359
16,1954-07-24,194.0,Le Puy,Lyon,Stage with mountain(s),Jean Forestier,FRA,1954,Jean_Forestier,Mountain stage,1930-10-07,Lyon,393.05814650964714,0.0
17,1954-07-26,182.0,Lyon,Grenoble,Stage with mountain(s),Lucien Lazaridès,FRA,1954,Lucien_Lazaridès,Mountain stage,1922-12-30,Le Pirée,1781.013876203582,1691.5747026499648
18,1954-07-27,216.0,Grenoble,Briançon,Stage with mountain(s),Louison Bobet,FRA,1954,Louison_Bobet,Mountain stage,1925-03-12,Saint-Méen-le-Grand,691.6521195944038,769.4138006654613
19,1954-07-28,221.0,Briançon,Aix-les-Bains,Stage with mountain(s),Jean Dotto,FRA,1954,Jean_Dotto,Mountain stage,1928-03-27,Saint-Nazaire,733.6470432733838,648.2178832912506
20,1954-07-29,243.0,Aix les Bains,Besançon,Stage with mountain(s),Lucien Teisseire,FRA,1954,Lucien_Teisseire,Mountain stage,1919-12-11,Saint-Laurent-du-Var,246.17295541838206,407.0052986549332
21a,1954-07-30,134.0,Besançon,Épinal,Plain stage,François Mahé,FRA,1954,François_Mahé,Flat stage,1930-09-02,Arradon,668.474560153728,695.5723986014766
21b,1954-07-30,72.0,Epinal,Nancy,Individual time trial,Louison Bobet,FRA,1954,Louison_Bobet,Time trial,1925-03-12,Saint-Méen-le-Grand,642.2653887964095,621.8158014097443
23,1954-08-01,180.0,Troyes,Paris,Plain stage,Robert Varnajo,FRA,1954,Robert_Varnajo,Flat stage,1929-05-01,Curzon,455.45573796534705,382.23768879540455
3,1953-07-05,221.0,Liège,Lille,Plain stage,Stanislas Bober,FRA,1953,Stanislas_Bober,Flat stage,1930-03-12,Nanterre,311.0917609278567,203.562670653848
5,1953-07-07,200.0,Dieppe,Caen,Plain stage,Jean Malléjac,FRA,1953,Jean_Malléjac,Flat stage,1929-07-19,Dirinon,425.3074887378618,299.87285075914644
11,1953-07-14,115.0,Cauterets,Luchon,Stage with mountain(s),Jean Robic,FRA,1953,Jean_Robic,Mountain stage,1921-06-10,Condé-lès-Vouziers,814.4581761696223,801.288407271666
12,1953-07-15,228.0,Luchon,Albi,Plain stage,André Darrigade,FRA,1953,André_Darrigade,Flat stage,1929-04-24,Narrosse,164.13606435924336,255.2059960206408
13,1953-07-16,189.0,Albi,Béziers,Stage with mountain(s),Nello Lauredi,FRA,1953,Nello_Lauredi,Mountain stage,1924-10-05,Mulazzo,620.9289854138682,547.641979019207
14,1953-07-17,214.0,Béziers,Nîmes,Stage with mountain(s),Bernard Quennehen,FRA,1953,Bernard_Quennehen,Mountain stage,1930-05-31,Le Translay,745.8222181897113,711.4288520097585
15,1953-07-18,173.0,Nîmes,Marseille,Plain stage,Maurice Quentin,FRA,1953,Maurice_Quentin,Flat stage,1920-06-02,Maizières-lès-Metz,612.9617835453822,660.1927923365865
18,1953-07-22,165.0,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA,1953,Louison_Bobet,Mountain stage,1925-03-12,Saint-Méen-le-Grand,752.9072227931122,769.4138006654613
19,1953-07-23,227.0,Briançon,Lyon,Stage with mountain(s),Georges Meunier,FRA,1953,Georges_Meunier,Mountain stage,1925-05-09,Vierzon,438.04019515763275,267.3266064959665
20,1953-07-24,70.0,Lyon,St. Etienne,Individual time trial,Louison Bobet,FRA,1953,Louison_Bobet,Time trial,1925-03-12,Saint-Méen-le-Grand,598.5771709580398,587.4623692279296
3,1952-06-27,189.0,Le Mans,Rouen,Plain stage,Nello Lauredi,FRA,1952,Nello_Lauredi,Flat stage,1924-10-05,Mulazzo,852.8298636050771,878.8002548593979
4,1952-06-28,232.0,Rouen,Roubaix,Plain stage,Pierre Molinéris,FRA,1952,Pierre_Molinéris,Flat stage,1920-05-21,Nice,793.8502388587675,836.4845657572102
8,1952-07-02,252.0,Nancy,Mulhouse,Stage with mountain(s),Raphaël Géminiani,FRA,1952,Raphaël_Géminiani,Mountain stage,1925-06-12,Clermont-Ferrand,400.26063239765466,391.9352789969931
13,1952-07-08,214.0,Monaco,Aix-en-Provence,Plain stage,Raoul Rémy,FRA,1952,Raoul_Rémy,Flat stage,1919-10-25,Marseille,173.29129405300804,26.709171019021873
14,1952-07-09,178.0,Aix-en-Provence,Avignon,Stage with mountain(s),Jean Robic,FRA,1952,Jean_Robic,Mountain stage,1921-06-10,Condé-lès-Vouziers,656.3709367331435,607.3221849722297
15,1952-07-10,275.0,Avignon,Perpignan,Plain stage,Georges Decaux,FRA,1952,Georges_Decaux,Flat stage,,,,
17,1952-07-13,204.0,Toulouse,Bagnères-de-Bigorre,Stage with mountain(s),Raphaël Géminiani,FRA,1952,Raphaël_Géminiani,Mountain stage,1925-06-12,Clermont-Ferrand,274.1439963100634,380.9844325312447
20,1952-07-16,228.0,Bordeaux,Limoges,Plain stage,Jacques Vivier,FRA,1952,Jacques_Vivier,Flat stage,1930-10-09,Sainte-Croix-de-Mareuil,105.03044436647329,77.3709459820081
23,1952-07-19,354.0,Vichy,Paris,Plain stage,Antonin Rolland,FRA,1952,Antonin_Rolland,Flat stage,1924-09-03,Sainte-Euphémie,107.77457711812721,371.27267771684234
3,1951-07-06,219.0,Ghent,Le Tréport,Plain stage,Georges Meunier,FRA,1951,Georges_Meunier,Flat stage,1925-05-09,Vierzon,442.94061324977326,319.5473293726993
4,1951-07-07,188.0,Le Tréport,Paris,Plain stage,Roger Lévêque,FRA,1951,Roger_Lévêque,Flat stage,1920-12-05,Saint-Nazaire,407.5206992863547,381.05038822552007
6,1951-07-09,182.0,Caen,Rennes,Plain stage,Édouard Muller,FRA,1951,Édouard_Muller,Flat stage,1919-06-08,Neuilly-sur-Seine,195.338712102876,304.25429538995974
9,1951-07-13,236.0,Limoges,Clermont-Ferrand,Stage with mountain(s),Raphaël Géminiani,FRA,1951,Raphaël_Géminiani,Mountain stage,1925-06-12,Clermont-Ferrand,141.42017947360506,0.0
17,1951-07-22,224.0,Montpellier,Avignon,Stage with mountain(s),Louison Bobet,FRA,1951,Louison_Bobet,Mountain stage,1925-03-12,Saint-Méen-le-Grand,692.8716172060202,717.2329946934367
24,1951-07-29,322.0,Dijon,Paris,Plain stage,Adolphe Deledda,FRA,1951,Adolphe_Deledda,Flat stage,1919-09-28,Villa Minozzo,534.1526675619474,798.5811271761551
7,1950-07-20,248.0,St. Brieuc,Angers,Plain stage,Nello Lauredi,FRA,1950,Nello_Lauredi,Flat stage,1924-10-05,Mulazzo,1076.9383387872556,882.1698188946269
10,1950-07-23,202.0,Bordeaux,Pau,Plain stage,Marcel Dussault,FRA,1950,Marcel_Dussault,Flat stage,1926-05-14,La Châtre,278.2479839369649,409.79464251052406
13,1950-07-27,215.0,Perpignan,Nîmes,Plain stage,Marcel Molinès,FRA,1950,Marcel_Molinès,Flat stage,1928-12-22,Alger,657.7996227122685,791.8937008084552
14,1950-07-28,222.0,Nîmes,Toulon,Plain stage,Custodio Dos Reis,FRA,1950,Custodio_Dos_Reis,Flat stage,1922-11-30,Rabat,1456.5368922871276,1499.6709046358033
17,1950-08-01,229.0,Nice,Gap,Stage with mountain(s),Raphaël Géminiani,FRA,1950,Raphaël_Géminiani,Mountain stage,1925-06-12,Clermont-Ferrand,403.8856724973401,271.8122893541119
18,1950-08-02,165.0,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA,1950,Louison_Bobet,Mountain stage,1925-03-12,Saint-Méen-le-Grand,752.9072227931122,769.4138006654613
19,1950-08-03,291.0,Briançon,Saint-Étienne,Stage with mountain(s),Raphaël Géminiani,FRA,1950,Raphaël_Géminiani,Mountain stage,1925-06-12,Clermont-Ferrand,295.7410472238198,108.50833835259888
21,1950-08-06,233.0,Lyon,Dijon,Plain stage,Gino Sciardis,FRA,1950,Gino_Sciardis,Flat stage,1917-01-28,Pocenia,642.642989644433,639.1389624223444
22,1950-08-07,314.0,Dijon,Paris,Plain stage,Émile Baffert,FRA,1950,Émile_Baffert,Flat stage,1924-08-26,Grenoble,243.17318982649363,483.632989158338
1,1949-06-30,182.0,Paris,Reims,Plain stage,Marcel Dussault,FRA,1949,Marcel_Dussault,Flat stage,1926-05-14,La Châtre,254.41656736399483,334.41478851643654
4,1949-07-03,185.0,Boulogne-sur-Mer,Rouen,Plain stage,Lucien Teisseire,FRA,1949,Lucien_Teisseire,Flat stage,1919-12-11,Saint-Laurent-du-Var,890.5854215200051,793.2712719602571
6,1949-07-05,305.0,Saint-Malo,Les Sables-d'Olonne,Plain stage,Adolphe Deledda,FRA,1949,Adolphe_Deledda,Flat stage,1919-09-28,Villa Minozzo,1068.8007129834757,987.0311078375363
8,1949-07-08,262.0,La Rochelle,Bordeaux,Plain stage,Guy Lapébie,FRA,1949,Guy_Lapébie,Flat stage,1916-11-28,Saint-Geours-de-Maremne,274.7092525191546,138.50114826438465
9,1949-07-09,228.0,Bordeaux,San Sebastián,Plain stage,Louis Caput,FRA,1949,Louis_Caput,Flat stage,1921-01-23,Saint-Maur-des-Fossés,498.6081438522068,700.2181020181382
11,1949-07-12,193.0,Pau,Luchon,Stage with mountain(s),Jean Robic,FRA,1949,Jean_Robic,Mountain stage,1921-06-10,Condé-lès-Vouziers,783.4353701539032,801.288407271666
13,1949-07-14,289.0,Toulouse,Nîmes,Plain stage,Emile Idée,FRA,1949,Emile_Idée,Flat stage,1920-07-19,Nouvion-le-Comte,694.8109168624381,655.1758051559821
19,1949-07-22,283.0,Lausanne,Colmar,Stage with mountain(s),Raphaël Géminiani,FRA,1949,Raphaël_Géminiani,Mountain stage,1925-06-12,Clermont-Ferrand,286.4882098106709,413.9522283218374
3,1948-07-02,251.0,Dinard,Nantes,Plain stage,Guy Lapébie,FRA,1948,Guy_Lapébie,Flat stage,1916-11-28,Saint-Geours-de-Maremne,553.1906988527186,393.1851610744675
4,1948-07-03,166.0,Nantes,La Rochelle,Plain stage,Jacques Pras,FRA,1948,Jacques_Pras,Flat stage,1924-06-12,Bréville,186.58285586819872,79.83972976599516
5,1948-07-04,262.0,La Rochelle,Bordeaux,Plain stage,Raoul Remy,FRA,1948,Raoul_Remy,Flat stage,1919-10-25,Marseille,606.4676616525785,506.49810222607306
6,1948-07-05,244.0,Bordeaux,Biarritz,Plain stage,Louison Bobet,FRA,1948,Louison_Bobet,Flat stage,1925-03-12,Saint-Méen-le-Grand,392.16871306901686,525.3802748408784
12,1948-07-13,170.0,Sanremo,Cannes,Stage with mountain(s),Louison Bobet,FRA,1948,Louison_Bobet,Mountain stage,1925-03-12,Saint-Méen-le-Grand,910.9243966253066,880.2110938019283
20,1948-07-24,228.0,Liège,Roubaix,Plain stage,Bernard Gauthier,FRA,1948,Bernard_Gauthier,Flat stage,,,,
2,1947-06-26,182.0,Lille,Brussels,Plain stage,René Vietto,FRA,1947,René_Vietto,Flat stage,1914-02-17,Le Cannet,815.2279209059385,869.7949340030591
4,1947-06-28,223.0,Luxembourg City,Strasbourg,Plain stage,Jean Robic,FRA,1947,Jean_Robic,Flat stage,1921-06-10,Condé-lès-Vouziers,105.85959277267246,241.4051690550584
6,1947-07-01,249.0,Besançon,Lyon,Plain stage,Lucien Teisseire,FRA,1947,Lucien_Teisseire,Flat stage,1919-12-11,Saint-Laurent-du-Var,407.0052986549332,297.98290631476743
7,1947-07-02,172.0,Lyon,Grenoble,Stage with mountain(s),Jean Robic,FRA,1947,Jean_Robic,Mountain stage,1921-06-10,Condé-lès-Vouziers,406.4053335670189,476.1332254805454
9,1947-07-05,217.0,Briançon,Digne,Stage with mountain(s),René Vietto,FRA,1947,René_Vietto,Mountain stage,1914-02-17,Le Cannet,553.1025490611772,508.06312604093665
11,1947-07-08,230.0,Nice,Marseille,Plain stage,Édouard Fachleitner,FRA,1947,Édouard_Fachleitner,Flat stage,1921-02-24,Sveta Nedelja,712.4821277220842,871.6646690874385
12,1947-07-09,165.0,Marseille,Montpellier,Plain stage,Henri Massal,FRA,1947,Henri_Massal,Flat stage,1921-05-01,Montblanc,162.75309820584675,47.64455644660033
13,1947-07-10,172.0,Montpellier,Carcassonne,Plain stage,Lucien Teisseire,FRA,1947,Lucien_Teisseire,Flat stage,1919-12-11,Saint-Laurent-du-Var,267.46091357192716,395.15442404823904
14,1947-07-11,253.0,Carcassonne,Luchon,Stage with mountain(s),Albert Bourlon,FRA,1947,Albert_Bourlon,Mountain stage,1916-11-23,Sancergues,440.4053142615009,518.5147306110889
15,1947-07-13,195.0,Luchon,Pau,Stage with mountain(s),Jean Robic,FRA,1947,Jean_Robic,Mountain stage,1921-06-10,Condé-lès-Vouziers,801.288407271666,783.4353701539032
17,1947-07-15,272.0,Bordeaux,Les Sables-d'Olonne,Plain stage,Éloi Tassin,FRA,1947,Éloi_Tassin,Flat stage,1912-06-06,Vay,313.7535607075632,117.4042592538593
20,1947-07-19,235.0,Saint-Brieuc,Caen,Plain stage,Maurice Diot,FRA,1947,Maurice_Diot,Flat stage,1922-06-13,13e arrondissement de Paris,378.87826245769133,203.5236056559693
1,1939-07-10,215.0,Paris,Caen,Plain stage,Amédée Fournier,FRA,1939,Amédée_Fournier,Flat stage,1912-02-03,Armentières,207.29215184972108,286.89971240880976
2b,1939-07-11,119.0,Vire,Rennes,Plain stage,Éloi Tassin,FRA,1939,Éloi_Tassin,Flat stage,1912-06-06,Vay,156.43271048683312,61.94136496292636
3,1939-07-12,244.0,Rennes,Brest,Plain stage,Pierre Cloarec,FRA,1939,Pierre_Cloarec,Flat stage,1909-03-14,Pleyben,170.7199389758609,42.49492635810687
4,1939-07-13,174.0,Brest,Lorient,Plain stage,Raymond Louviot,FRA,1939,Raymond_Louviot,Flat stage,1908-12-17,Granges,716.7776135864826,622.741148442715
5,1939-07-14,207.0,Lorient,Nantes,Plain stage,Amédée Fournier,FRA,1939,Amédée_Fournier,Flat stage,1912-02-03,Armentières,560.0894306572083,504.11657661426324
6b,1939-07-15,107.0,La Rochelle,Royan,Plain stage,Edmond Pagès,FRA,1939,Edmond_Pagès,Flat stage,1911-05-02,Puteaux,396.06523414653185,438.57388581903655
7,1939-07-17,198.0,Royan,Bordeaux,Plain stage,Raymond Passat,FRA,1939,Raymond_Passat,Flat stage,1913-12-28,Gannat,332.52703401509336,326.93138391895667
10a,1939-07-21,149.0,Toulouse,Narbonne,Plain stage,Pierre Jaminet,FRA,1939,Pierre_Jaminet,Flat stage,1912-02-02,16e arrondissement de Paris,588.7866190999995,634.5701527298597
10b,1939-07-21,27.0,Narbonne,Béziers,Individual time trial,Maurice Archambaud,FRA,1939,Maurice_Archambaud,Time trial,1908-08-30,14e arrondissement de Paris,630.1067346094651,614.0987911199999
10c,1939-07-21,70.0,Béziers,Montpellier,Plain stage,Maurice Archambaud,FRA,1939,Maurice_Archambaud,Flat stage,1908-08-30,14e arrondissement de Paris,614.0987911199999,592.5859045766229
11,1939-07-22,212.0,Montpellier,Marseille,Plain stage,Fabien Galateau,FRA,1939,Fabien_Galateau,Flat stage,1913-07-23,Nanteuil-la-Forêt,613.6183209205741,658.139499125097
12b,1939-07-23,122.0,Saint-Raphaël,Monaco,Plain stage,Maurice Archambaud,FRA,1939,Maurice_Archambaud,Flat stage,1908-08-30,14e arrondissement de Paris,403.64950929353785,689.5669749201112
13,1939-07-24,101.0,Monaco,Monaco,Stage with mountain(s),Pierre Gallien,FRA,1939,Pierre_Gallien,Mountain stage,1911-10-19,Le Perreux-sur-Marne,682.4341740512955,682.4341740512955
14,1939-07-25,175.0,Monaco,Digne,Plain stage,Pierre Cloarec,FRA,1939,Pierre_Cloarec,Flat stage,1909-03-14,Pleyben,1013.120209621879,911.2576245959594
16a,1939-07-27,126.0,Briançon,Briançon,Stage with mountain(s),Pierre Jaminet,FRA,1939,Pierre_Jaminet,Mountain stage,1912-02-02,16e arrondissement de Paris,552.8790104892902,552.8790104892902
17b,1939-07-29,59.0,Dôle,Dijon,Individual time trial,Maurice Archambaud,FRA,1939,Maurice_Archambaud,Time trial,1908-08-30,14e arrondissement de Paris,305.5002251462658,262.94978966339517
18a,1939-07-30,151.0,Dijon,Troyes,Plain stage,René Le Grevès,FRA,1939,René_Le_Grevès,Flat stage,1910-06-06,14e arrondissement de Paris,262.94978966339517,142.08531473899117
9,1938-07-16,260.0,Luchon,Perpignan,Stage with mountain(s),Jean Fréchaut,FRA,1938,Jean_Fréchaut,Mountain stage,1914-09-19,Béguey,218.68026426374905,337.7288064961001
10c,1938-07-17,73.0,Béziers,Montpellier,Plain stage,Antonin Magne,FRA,1938,Antonin_Magne,Flat stage,1904-02-15,Ytrac,187.08508847999414,188.32747487777138
12,1938-07-19,199.0,Marseille,Cannes,Plain stage,Jean Fréchaut,FRA,1938,Jean_Fréchaut,Flat stage,1914-09-19,Béguey,480.62944489434267,599.637253167024
13,1938-07-21,284.0,Cannes,Digne,Stage with mountain(s),Dante Gianello,FRA,1938,Dante_Gianello,Mountain stage,1912-03-26,Chiesa in Valmalenco,375.5376060801079,372.7666875381363
17b,1938-07-26,143.0,Belfort,Strasbourg,Plain stage,Jean Fréchaut,FRA,1938,Jean_Fréchaut,Flat stage,1914-09-19,Béguey,646.8989520061749,757.191295119012
19,1938-07-28,196.0,Metz,Reims,Plain stage,Fabien Galateau,FRA,1938,Fabien_Galateau,Flat stage,1913-07-23,Nanteuil-la-Forêt,164.58681665596234,16.20619276913148
2,1937-07-01,192.0,Lille,Charleville,Plain stage,Maurice Archambaud,FRA,1937,Maurice_Archambaud,Flat stage,1908-08-30,14e arrondissement de Paris,207.49900556936083,98.38050989875639
5a,1937-07-04,175.0,Belfort,Lons-le-Saunier,Plain stage,Henri Puppo,FRA,1937,Henri_Puppo,Flat stage,1913-02-05,Le Tignet,444.3545926575116,351.89919387973794
9,1937-07-09,220.0,Briançon,Digne,Stage with mountain(s),Roger Lapébie,FRA,1937,Roger_Lapébie,Mountain stage,1911-01-16,Bayonne,667.2229890156764,623.8782960047106
12a,1937-07-14,112.0,Marseille,Nîmes,Plain stage,Alphonse Antoine,FRA,1937,Alphonse_Antoine,Flat stage,,,,
16,1937-07-21,235.0,Pau,Bordeaux,Plain stage,Paul Chocque,FRA,1937,Paul_Chocque,Flat stage,1910-07-14,Meudon,645.4499497281273,491.00157657012755
17c,1937-07-22,67.0,Saintes,La Rochelle,Plain stage,Roger Lapébie,FRA,1937,Roger_Lapébie,Flat stage,1911-01-16,Bayonne,259.1569307974092,297.3421042605621
18a,1937-07-23,82.0,La Rochelle,La Roche-sur-Yon,Team time trial,Roger Lapébie,FRA,1937,Roger_Lapébie,Flat stage,1911-01-16,Bayonne,297.3421042605621,353.1138664354794
18b,1937-07-23,172.0,La Roche-sur-Yon,Rennes,Plain stage,Paul Chocque,FRA,1937,Paul_Chocque,Flat stage,1910-07-14,Meudon,363.65254468681684,300.07467260164236
19a,1937-07-24,114.0,Rennes,Vire,Plain stage,Raymond Passat,FRA,1937,Raymond_Passat,Flat stage,1913-12-28,Gannat,432.5490720021349,434.07180643901916
4,1936-07-10,220.0,Metz,Belfort,Stage with mountain(s),Maurice Archambaud,FRA,1936,Maurice_Archambaud,Mountain stage,1908-08-30,14e arrondissement de Paris,283.5661529911667,362.13763247407985
5,1936-07-11,298.0,Belfort,Évian-les-Bains,Plain stage,René Le Grèves,FRA,1936,René_Le_Grèves,Flat stage,,,,
8,1936-07-15,194.0,Grenoble,Briançon,Stage with mountain(s),Jean-Marie Goasmat,FRA,1936,Jean-Marie_Goasmat,Mountain stage,1913-03-28,Camors,732.130340572881,810.4431202875539
9,1936-07-16,220.0,Briançon,Digne,Stage with mountain(s),Léon Level,FRA,1936,Léon_Level,Mountain stage,1910-07-12,Hédouville,582.394681841356,642.8779763022441
10,1936-07-18,156.0,Digne,Nice,Plain stage,Paul Maye,FRA,1936,Paul_Maye,Flat stage,1913-08-19,Bayonne,623.8782960047106,706.0590477926877
